##SAMPLES	DCM-25	DCM-39	DCM-41	DCM-42	DCM-52	DCM-66	DCM-100-1	DCM-100-2	DCM-102	DCM-109	DCM-110	DCM-111	DCM-112	DCM-122	DCM-128	DCM-132	DCM-133	DCM-137	DCM-138	DCM-142	DCM-150	DCM-151	DCM-155	DCM-158	DCM-168	DCM-173	DCM-173-MIX	DCM-180	DCM-188	DCM-189	DCM-194	DCM-201	DCM-68	DCM-72	DCM-76	DCM-78	DCM-82	DCM-85	DCM-93	DCM-98	MIX-168	MIX-175	SRF-205	SRF-18	SRF-25	SRF-31	SRF-32	SRF-33	SRF-41	SRF-42	SRF-52	SRF-84	SRF-85	SRF-100	SRF-101	SRF-109	SRF-110	SRF-111	SRF-112	SRF-122	SRF-123	SRF-124	SRF-125	SRF-128	SRF-132	SRF-133	SRF-137	SRF-138	SRF-140	SRF-141	SRF-142	SRF-145	SRF-148	SRF-149	SRF-150	SRF-151	SRF-152	SRF-158	SRF-163	SRF-168	SRF-173	SRF-175	SRF-178	SRF-180	SRF-188	SRF-189	SRF-191	SRF-193	SRF-194	SRF-196	SRF-201	SRF-206	SRF-208	SRF-209	SRF-210	SRF-67	SRF-68	SRF-70	SRF-72	SRF-76	SRF-78	SRF-82	SRF-93	SRF-96	SRF-98	SRF-99
aapJ-PRO-HLI	12.98434166	206.6682253	9015.959266	8870.238033	285.4286789	655.1292736	465.3057298	17.69302774	1030.50001	1745.420227	1065.979684	177.415121	77.54819121	303.3749018	2442.194577	114.0220274	251.2411414	24.88835319	448.5325792	28.48255085	70.45220948	183.6648245	0	0	0	0	0	0	0	0	0	0	104.5839838	158.081942	166.703905	271.6661835	0	0	184.7647134	62.26827063	0	0	0	5.1089461	55.13983899	258.9403597	349.2414686	265.172967	326.308739	256.5152428	1086.138342	0	0	2355.375129	2580.499282	844.2098989	2565.659262	1608.555566	39.61639972	1898.57528	113.1141494	939.432944	1428.254907	2229.379915	77.65131683	1766.912561	1294.072233	297.3555378	187.032754	10.09051686	12.34858225	0	15.72788013	49.86447096	89.92670808	222.9144553	215.7708488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.446205	1079.003136	134.1142902	138.7274048	278.9632849	0	402.0524812	17.15766759	15.21965412	119.3956336
aapJ-PRO-HLII	19.47651249	365.8445099	15048.91827	14871.09466	469.1104288	821.2183852	754.9348065	41.28373139	1720.826894	2865.791319	1863.473556	329.8101608	166.3533779	564.2950068	3788.272778	258.8300022	297.3874735	46.22122734	948.8189174	64.66308842	125.7534062	292.1940389	0	0	0	0	0	0	0	0	0	0	165.1598556	372.1929266	294.6667617	426.1430329	0	0	258.6705987	123.711796	0	0	0	9.70699759	172.0362977	450.651982	618.7132941	489.1215652	585.8840423	442.6739426	1862.331837	0	0	3782.050343	4288.182631	1321.864918	4189.421093	2774.690076	65.81937276	3383.931234	199.2963585	1478.712504	2289.18905	3582.42227	139.2981638	2189.211521	2018.657239	491.8084819	334.1499812	25.00693309	35.67368205	0	25.55780521	74.79670644	153.80568	371.5240921	293.1046486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.6157313	1427.252825	237.9871227	248.553267	479.7902504	0	563.8345553	27.71623227	26.63439472	195.4108537
aapJ-PRO-HLVI	32.13624562	547.9839307	26133.89455	25806.68667	736.4059916	1181.078127	1119.10776	76.66978687	2580.824481	4437.259192	3007.95121	558.4027206	295.1834375	978.229275	6147.709724	450.3870082	516.5825509	81.77601761	1531.91127	95.45503529	184.8423561	489.7728653	0	0	0	0	0	0	0	0	0	0	242.3034872	634.3288051	469.5884648	683.6044487	0	0	374.1485445	232.9905491	0	0	0	11.75057603	252.9080615	696.8248663	931.559863	729.2256593	861.9524	679.3277689	2948.47018	0	0	6243.105117	6554.025444	2073.869259	6493.121151	4499.312894	104.8118922	5469.173159	328.5696722	2388.332696	3727.396953	5689.057837	207.7617294	3279.531432	3206.14946	784.0372001	493.8120882	39.4846312	52.13845838	8.347955937	39.31970032	124.6611774	242.4920197	560.2984957	451.5912012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.91960224	317.2316378	2195.114845	351.0638772	366.471561	722.1790879	0	845.7518329	39.59461752	42.4882011	299.2850549
aapJ-PRO-LLI	24840.66864	540.1555889	38479.36421	33063.40957	64964.91052	38246.63153	103613.6152	2653.954161	98783.28186	59521.18842	111393.1705	98962.76104	68314.70319	91168.13811	78150.22647	81317.08927	68999.02122	1948.402507	100542.8904	687.4302138	16700.20385	28376.21538	925.8889292	0	0	0	0	0	0	0	0	0	37813.8408	81547.27012	25408.25786	49679.39966	0	0	2960.854531	61482.28836	0	0	0	7586.784959	3796.561714	1618.875978	1204.27233	806.1035363	847.48926	685.7238183	41068.22476	0	0	102525.2682	80776.58476	23459.51232	52971.61815	89359.49473	3525.859575	82142.89651	3820.744603	38683.03961	47928.65161	73853.56191	172.7889989	11057.48967	42844.36938	3816.917205	440.211238	133.3703098	436.3165728	968.3628887	5149.897749	10120.70673	17037.70017	5993.587313	19100.49381	300.3254518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1851.804621	4284.654888	1707.588067	32687.62653	84606.12021	1289.863908	341.0382035	2519.646928	0	2513.228458	73.25004242	39.31743982	347.4412938
aapJ-PRO-LLIIxIII	1166.967707	167.0046265	4330.539663	3011.348892	2071.876411	498.2673348	2038.323977	2276.502902	2070.148931	8097.629483	4587.01183	2256.356411	1619.256264	3717.44814	9993.406165	4050.062413	1329.270733	2122.620979	3852.204805	70.82147779	325.746775	1216.083762	663.323412	0	0	0	0	0	0	0	0	0	475.2876096	2471.280991	1708.128041	797.2425908	0	0	646.6764967	1472.582745	0	0	0	223.7718392	216.8833667	81.39265544	66.3085158	261.2733646	59.88247466	52.51493159	6190.376116	0	0	15440.43669	7162.782934	3490.207084	7596.816915	11324.06732	69.25071447	11798.28924	818.7309864	5665.085405	7003.591427	9868.074732	13.04067916	584.589764	6386.846978	568.7107761	154.5301108	257.9662571	54.19655542	563.4870257	202.4964566	327.6808092	369.0095952	143.589041	379.985831	420.4556325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610.264888	1904.291061	1252.231249	448.8385711	1480.061179	51.2789933	41.61822144	105.0684124	0	509.373263	2.639641168	3.804913531	15.91941781
aapJ-PRO-LLIV	627.1437023	1416.407989	369.9455993	571.9651794	166.5560291	322.9510504	159.0585913	52837.27851	741.0617507	431.9325393	673.4898322	108.7994439	73.54570392	441.3529912	430.677467	1314.103866	449.9267379	50462.91382	1016.098804	390.2879265	274.9908822	1266.174169	925.8889292	974.9847999	371.5790021	0	0	0	0	0	0	0	264.048672	413.2141901	2487.644892	314.2804868	347.1559212	0	1025.444159	89.48486574	0	0	0	121.0820226	735.9330511	147.0254585	80.76676361	2029.464535	113.1677275	24.91092909	161.6293145	0	0	790.9961344	747.9020591	682.4722818	1450.406475	286.7543878	14.6611873	295.1566611	3436.515588	2207.468667	1998.893337	453.8686382	7.409476797	197.1490406	518.5833411	48.70478637	1392.481662	2414.704557	371.1434998	1193.757699	1386.019436	1542.236852	205.9011523	148.6096368	656.859929	780.8461747	0	0	0	0	0	0	0	0	690.3908617	0	0	635.0705521	0	502.0306213	0	1288.21191	1171.871422	1337.610653	352.0976537	191.2518785	38.56881547	99.99933763	211.4668047	0	1382.355742	0	0.634152255	0
aapJ-SYN	1358.486746	21010.22579	3830.025028	3115.094366	1169.921785	12078.36928	2114.767062	11518.16106	15910.78708	9051.419084	6365.161506	588.7300917	127.5792823	1362.091396	7257.337551	816.3977161	12182.63167	11789.96845	1287.80604	7296.15181	6343.729056	6300.26004	40490.36661	3899.9392	4236.000624	0	0	0	0	0	348.65505	0	8840.453086	608.315321	2196.500044	1633.548293	4999.045265	0	49091.98434	149.2789005	2157.57099	177.2040805	0	449.0763622	21489.83325	2566.063056	1235.930907	28697.73156	1882.999341	533.9018045	2273.727704	0	0	3940.569811	14089.96881	17018.7274	25754.82733	3301.771951	174.0626066	3114.301635	43979.85858	28477.80331	29218.67821	7742.884788	163.8976267	8087.110791	9725.823766	537.2174556	20670.54064	35818.70255	9100.219084	39189.47915	23627.20792	30319.37922	6518.756059	5579.890216	17577.68627	14715.94714	0	84.20639874	0	0	0	0	0	435.5681679	6213.517755	0	0	2143.363113	0	2008.122485	0	21899.60247	34130.75518	36741.60324	12611.67635	5940.226257	635.9471733	1916.75031	4047.793838	244.5479076	51432.28334	54.11264395	133.8061258	68.4534966
amt1-PRO-HLI	10142.48194	11828.05548	23875.6756	25378.09971	8121.992224	10745.04661	2741.325822	1102.246895	8399.968368	28093.05984	11184.71226	1664.441131	5001.294709	1454.039905	27733.76003	4157.120717	4724.138658	626.1650707	8420.677434	12209.72047	30342.76848	24298.2903	1390.710574	1401.691607	53.42023473	0	0	0	0	0	0	0	15123.02632	4540.310949	10760.34775	9026.326424	1447.362123	0	3307.06714	6266.123181	0	0	0	42452.05904	10880.88239	15125.85065	13287.61039	7129.989751	13115.27795	12642.34307	20713.40813	0	0	39199.31102	22563.81275	15599.13334	23089.32689	28034.24206	15106.00314	34076.26569	1857.213411	15005.91875	20073.10372	27449.38649	14261.04618	26894.02554	20917.53614	18134.30095	9491.84752	2598.587951	11178.47165	1164.14348	6204.671844	4986.149304	26027.45672	34829.89857	19964.9218	302.2350356	0	0	0	0	0	0	0	0	496.2718787	0	0	684.7591853	0	0	0	1273.252802	2290.202425	3109.568162	16713.96232	8367.635633	13675.65189	14237.6746	17818.89092	2021.559014	4359.275002	21578.23526	11377.00513	20361.6607
amt1-PRO-HLII	27978.56855	112486.7622	188181.2837	196762.4525	50912.59046	47828.72292	6927.376768	4141.904677	18657.49558	122415.8447	35671.35695	4125.405089	39276.8776	4126.879328	115274.0551	5784.889199	18912.21883	2862.468895	14032.60229	127092.3168	112401.2765	80122.14699	2523.146326	981.1841252	213.6809389	925.759897	239.6179601	1177.260652	0	415.2156415	350.8719318	492.1776591	49704.45814	23927.79111	96574.77505	66110.94878	3543.541748	0	9386.625305	43956.53249	387.7302946	0	895.3580838	125961.3804	28895.72133	148267.4656	132754.6134	67989.78825	135851.4511	131001.0019	92800.82293	0	0	148338.609	96392.89904	93079.22948	101642.3295	102663.9641	137390.4529	135991.9735	9051.172793	60595.14762	81611.22519	114659.5397	142960.2823	113019.6448	104077.6921	155663.3231	90375.24257	23948.63702	115452.6834	3963.488499	59115.02689	32486.13886	94802.74754	114702.2796	67485.15539	3238.232524	0	121.0597359	849.1283228	672.8661981	0	0	168.2918376	1001.914689	496.2718787	192.9645235	133.6341271	1540.708167	0	649.5720731	1573.681733	3356.757387	4264.51486	4398.402335	51934.7488	35734.81078	131112.099	139276.252	129898.123	18018.24338	16993.80342	101205.0494	113447.3123	140779.3674
amt1-PRO-HLVI	364.0065296	1106.312779	16297.35663	16199.47601	1840.048345	789.296634	511.2681873	1314.217451	1884.462655	12020.96001	3315.260914	356.7048855	538.9163428	597.0019549	10857.24987	957.3180199	562.9898031	822.9598073	2100.674114	717.6980492	1397.855148	1056.186489	615.8861111	0	0	0	0	0	0	0	0	0	676.6005129	850.8138527	1065.823795	686.6747195	0	0	886.5330585	647.0952696	0	63.68957559	0	1408.75202	697.0656115	896.968106	776.9652161	689.1722753	628.1675698	598.6631595	7185.581327	0	0	15851.45231	8130.110448	4745.530935	9571.630896	10521.3067	901.8576272	13796.56973	1209.318253	6307.629128	8298.01169	10994.11795	587.5792193	1256.138962	7248.469995	1741.566774	971.031946	640.8168346	721.4621506	573.0706308	665.6190499	665.6733345	1123.875416	1227.762045	942.965266	129.529301	0	0	0	0	0	0	0	0	198.5087515	0	0	114.1265309	0	0	0	347.2507642	737.0766425	664.8747716	690.8113005	873.0821388	816.6073007	822.6987602	1043.024384	263.6816105	902.7130485	628.0547711	454.4784885	1023.604434
amt1-PRO-LLI	91726.14538	3088.597189	25276.30489	17209.1835	61243.22002	36035.70262	108344.1453	5731.683852	108601.7263	14965.7985	117080.8843	111363.5923	85701.72435	114922.5584	24274.93135	100743.788	77343.37329	5502.585295	125079.3946	2584.155659	21310.89256	32619.7596	4956.88983	6447.781394	53.42023473	0	0	0	0	0	0	0	37611.99177	100502.4763	38438.0111	52314.91339	299.4542322	0	8938.378253	77356.78613	997.0207575	764.2749071	0	13675.104	18298.6329	2626.230838	1481.000348	3032.998729	903.4012698	682.8728521	5284.151826	0	833.3902502	17953.16244	40430.05155	6084.167251	16955.61868	25663.78253	5542.096746	19767.05534	4401.040813	10402.70673	12680.13455	21432.16908	530.4830515	7584.072482	7630.961431	1758.940324	3293.474751	4271.901989	3283.318523	4062.500702	8597.226093	12117.81497	19011.37132	7360.797962	21472.01912	2633.762453	0	60.52986796	0	0	0	0	0	0	99.25437573	0	0	1940.151025	0	0	0	6771.389902	5133.212332	5380.371228	33049.51396	85011.11528	2147.374754	1294.296282	3479.217682	351.5754806	8321.310206	412.2202388	424.8484967	617.652871
amt1-PRO-LLIIxIII	5645.134596	2970.050279	18640.16181	15145.61223	10400.14732	3654.642398	9043.440027	9716.730317	27233.83339	22631.49179	29448.90498	8498.514335	5843.025573	16346.02797	24172.95114	22612.94992	6880.269819	9180.34667	33086.23733	1822.189419	2895.907159	5745.014385	6854.216398	1121.353286	961.5642252	51.43110539	0	0	361.8179947	0	100.2491234	0	2829.589494	16304.26884	8298.742041	4095.797723	2046.270587	0	7490.706292	5282.585799	1606.31122	827.9644827	0	2606.338134	4871.003594	1393.276118	1202.002461	2620.936979	975.4472019	844.2747629	11810.33869	0	769.2833079	31706.3576	20505.42746	9391.642045	21048.44972	23244.24516	1235.737788	29228.54331	4461.70032	14607.31659	19800.04083	24131.4528	620.814302	2095.755717	14400.88833	2291.992428	3127.058977	4232.166299	2501.200292	5229.644552	3358.479134	3513.987121	2686.869152	2232.491478	3680.584222	3756.349728	0	302.6493398	0	0	187.3307941	0	0	0	496.2718787	0	0	513.569389	125.2287244	72.17467479	0	5150.886336	8529.02972	8009.183787	3015.636658	8452.789356	1285.085332	1265.626477	1876.201058	2021.559014	5447.366623	830.6071785	491.8578626	940.0682419
amt1-PRO-LLIV	2123.60476	3156.874207	7226.958353	7284.808887	2520.018985	3787.297294	1945.412996	38900.83656	17001.4164	12184.15005	14848.34544	1482.954917	857.0154453	4231.783825	10699.42336	14689.25818	3242.489553	36718.8309	19798.2955	1995.942069	2337.745286	4150.732886	11890.5754	2803.383215	2617.591502	0	0	0	0	0	852.1175486	0	2007.471489	5238.654356	6325.74439	1628.618851	2146.088664	0	14768.91028	867.6352973	664.680505	0	0	1296.007789	7029.317436	580.1971154	436.6845553	3232.021751	397.6205872	204.7166665	6360.62047	0	0	15203.44421	9017.79621	6744.792965	12527.71826	10342.66337	214.3649656	13389.43903	5523.887003	8856.873275	12165.01153	10978.72864	109.0792459	2108.489631	7319.937005	777.861218	3310.280285	6108.258498	2790.179664	11521.42001	3900.44284	4989.989727	1904.034867	1818.906733	3684.015683	5267.524906	113.5846365	1513.246699	0	168.2165495	0	0	0	187.8590042	0	192.9645235	133.6341271	1369.518371	0	1515.668171	0	8912.769615	14451.96703	12223.46695	2446.608648	1957.50966	363.2516272	495.6967782	960.5671405	3779.436417	10332.84043	381.8610957	96.63935762	257.1884813
amt1-SYN	4427.112747	38630.16135	25656.54446	22262.62716	15657.91107	25403.41267	15758.86917	13337.18743	75242.79139	99129.47337	66001.82366	9538.381289	2037.164914	14177.36591	88951.02127	30691.14034	28766.84395	12681.75951	59266.53952	15552.52226	14731.6616	14920.6345	64230.9612	21165.54327	7425.412628	1902.950899	2236.434294	1635.084239	1736.726375	1522.457352	2105.231591	1107.399733	17259.26776	17289.57314	11966.25606	4636.968877	12028.07833	1941.612237	91714.6672	2008.574231	2547.941936	2038.066419	3084.011178	3946.782574	53435.17896	5279.277509	3576.9787	40875.00387	4057.371542	1690.969345	49186.23346	60.0447606	2628.384635	137698.8453	85548.58424	58894.56514	114762.6499	94491.5227	1742.500154	114834.9396	71597.57746	90323.15371	99109.90625	90214.14514	1222.667563	19190.00781	67418.54657	6391.623768	35489.59856	62325.74441	22681.92182	68540.44759	43794.48311	48435.41593	12957.77978	10535.94507	30162.53526	38297.49665	1325.154092	5629.27772	2223.907512	3588.619723	2107.471433	6589.713707	1458.529259	2254.30805	10421.70945	1801.00222	2093.601325	8160.046959	1920.173775	5413.100609	3776.83616	36345.57999	66178.95283	75979.84313	19302.82798	17485.23959	3125.602249	4529.41373	8093.716259	17315.09242	87939.67995	1263.699328	962.746808	1572.311338
cynA-PRO-HLI	219.7311555	265.1241287	72.85919552	390.1864835	1172.086056	1378.670459	125.5367009	0	0	48.84076473	4.434294819	202.9251929	1350.601532	236.7264153	111.9118612	15.55507218	134.9005369	0	10.64653357	2935.980825	2480.311248	2427.851068	0	0	0	0	0	0	0	0	0	0	2566.942558	386.0784824	2041.595864	391.0279725	0	0	0	1143.883272	0	0	0	5397.209234	478.0818813	4428.398755	4266.446804	1484.505901	1956.107219	2650.919028	3936.847506	0	0	12.48224307	22.59801258	363.3230606	0	2621.272912	7511.633938	296.4222986	6.998284797	107.5953595	36.63915656	122.3885989	6132.843077	2786.429826	201.5113673	3541.056187	164.8419764	597.6514589	2694.936517	32.5383387	659.6514272	264.9309177	2489.84978	3773.571627	2228.4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2813.691882	906.7837801	3630.746354	5462.462093	1783.276756	476.5946721	6.243444459	14514.34201	12957.03958	11079.04339
cynA-PRO-HLII	548.6952654	881.8259065	281.649726	1333.728344	3619.658279	3386.733955	380.6198744	0	0	159.929563	11.82478618	625.5218325	4344.480972	687.1960989	290.7514041	53.70203489	353.07301	0	31.37925684	10278.18326	6196.841117	6188.037385	0	0	0	0	0	0	0	0	0	0	6223.288541	1309.027043	7254.262179	1274.589704	0	0	0	3472.904624	0	0	0	13268.33297	1563.198799	15236.9005	14572.08744	5116.514976	6741.457238	9233.604532	9977.129508	0	0	19.76355152	78.06586164	1277.522437	0	6191.703867	25673.8683	769.0396698	22.16123519	227.6717806	98.06362492	334.7142742	21475.25143	6905.193337	685.6553447	12100.96776	586.3929185	2146.073193	9539.905919	154.5571088	2249.711498	857.2655459	6346.29672	9467.522662	5718.461861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6921.299214	2085.231821	12683.12634	19425.21664	5747.913973	3018.432923	19.77090745	44539.31426	44075.439	37580.11931
cynA-PRO-HLVI	3771.48917	7507.894925	18507.32311	17920.20104	5072.277123	3278.838006	2772.602958	1425.239403	3109.467337	10697.08514	4836.337549	2445.938126	3989.23913	2799.921898	12740.39737	2228.07891	2151.746835	1274.973552	4105.079208	9297.022571	6611.210576	5426.961212	924.6668548	253.3505279	0	0	0	0	0	0	0	0	3673.835634	3859.484897	7676.766516	5492.847212	0	0	1329.311447	4505.078452	0	0	0	7516.000511	2912.908486	10791.39517	11009.58978	5753.817485	10859.05716	10658.34776	8961.219081	0	0	17971.30945	10892.24206	8762.468462	11755.89004	12401.14901	9921.282129	15178.68728	2001.509452	7093.116478	9157.633897	12440.98651	10009.35903	6962.733522	10020.28191	11847.84825	7388.254427	2729.189495	8581.726076	840.5737498	4788.698986	3337.666801	7057.797482	7862.205501	4847.047662	390.1989639	0	218.8109555	0	0	0	0	0	0	0	0	0	103.1397231	0	0	0	261.517833	475.7994745	804.2389358	4134.723411	4182.517006	10372.6255	10359.4146	10213.88178	714.8920081	1842.856689	7316.545325	8117.717947	10454.40583
cynA-SYN	11.38721919	10.51003579	2.174901359	7.0942997	16.57892058	23.97687755	9.561763456	0	0	0	0	18.71640129	59.64032755	31.02724861	0	2.222153168	3.330877453	0	0	77.51269423	53.64165199	39.77120142	0	0	0	0	0	118.2141501	0	0	135.8974124	296.530918	44.73314468	15.5991306	13.72757772	6.92084907	0	0	0	50.36301059	0	0	179.8140364	104.5456222	384.471443	96.80764011	72.38676541	21.35198639	136.9786044	63.41911551	17.29798105	0	0	0	2.05436478	3.927816871	0	4.435317956	82.27375037	3.109324811	0	0	0	1.85437271	65.26963875	48.63073637	2.066783255	42.10728552	36.67270937	102.8861119	86.01335338	0	92.59385957	8.098324995	44.72060284	65.23027878	37.21341775	0	0	0	36.54208951	0	0	175.1567888	0	0	179.3985806	116.2587254	120.7693492	154.7095846	301.7949956	65.2265158	0	0	23.78997372	0	47.53289007	25.96108982	46.1246008	68.34179562	40.39156413	0	0	165.4764455	112.8776817	100.3143105
fliY-SYN	13.81206039	648.9186982	45.50608274	37.10901506	327.8345742	1166.939818	1177.372351	237.0040923	5317.282076	1179.595196	1936.278634	229.8572297	3.548029719	94.08579574	2327.59033	8.086042757	1548.394452	260.5468548	16.31197912	4.549285429	573.0436012	236.8157448	1845.689138	1152.37511	1054.043247	0	0	0	0	0	0	0	3118.453374	10.64299135	0	10.49325385	82.06360608	0	10165.64038	0	0	0	0	1.811542803	395.377227	3.772602615	0.883903695	20.41173932	26.99145338	1.989409715	593.5661863	0	0	306.5903287	4053.583882	1552.540948	3888.46903	429.307463	0.737390102	859.8876815	1033.478319	1268.529566	7173.993969	2321.226461	0	1389.331521	1075.45691	41.55155288	70.0927644	66.37301873	4.054250904	2565.367097	273.032342	684.088941	691.2392819	129.3623153	3208.168829	3691.658358	0	1293.851611	199.4558043	0	0	0	0	0	0	0	0	469.1351966	0	356.0225302	0	5043.583571	5453.766685	10444.54414	3332.753458	2235.181601	16.05873557	0	29.47422369	1300.68607	10134.4992	0	1.499061882	0
focA-PRO-HLVI	126.2172646	3.037811923	432.6243104	1469.974002	65.67503565	64.451386	67.43486761	823.9000012	46.47616504	6.864685533	64.89597633	76.34897933	84.45402068	129.7383671	332.2852228	119.4658072	117.8892301	1403.169619	120.4992239	4.480840814	34.39447066	45.35471497	225.2290879	0	0	0	0	0	0	0	0	0	39.17775282	82.69816592	132.5688585	64.07936485	80.82894801	0	306.511131	81.13138975	0	0	0	19.62716685	53.06501282	2.322402061	1.160806993	14.26781041	0.295392926	9.01360237	0.619974446	0	0	1.864059479	23.92981242	7.038815924	8.96947655	6.35862367	2.542035889	18.57347708	2.090204308	26.22290647	27.03603269	242.5874136	0	25.94493182	2.77782303	1.705266839	19.91486806	45.96639446	7.18785747	315.8463503	24.03155405	87.07526976	32.4896895	14.02745413	80.02564459	69.92532419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.4604594	341.061208	198.7904263	38.30285371	23.26169198	1.020459982	0	6.580310134	142.3463414	270.3892251	0	0	0
focA-PRO-LLI	92287.11632	2582.747697	23071.3478	18930.08682	37179.88863	25383.10419	56192.03804	16093.51336	6374.980637	628.1187263	19437.00711	69160.25954	67061.44318	67161.22803	5296.901717	46098.53651	23573.36921	26453.2656	20341.27315	2019.066871	22628.03406	28042.17234	981.3553114	0	0	0	0	0	0	0	0	0	31276.50418	46752.41806	32442.46973	55418.31521	0	0	1726.141633	64684.2808	0	0	0	16917.4283	19279.7174	1454.05593	500.017612	3382.768141	94.82112912	151.2717615	391.5138627	0	0	100.6592119	5958.523292	335.2236084	390.1722299	2184.187231	3518.540819	711.3641722	4876.44665	3776.869793	2533.662492	5863.636866	16.90658793	834.8946009	255.5597188	34.5316535	2847.162304	4787.655352	2397.549792	1865.923054	8325.216939	12916.16501	15158.24514	5323.418843	10414.44847	699.2532419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383.693859	1159.61082	20103.85304	22437.56346	495.9435512	350.5912697	2274.464844	0	1357.540385	0	18.45635367	0
focA-PRO-LLIIxIII	2558.355933	533.4397736	6999.939293	8737.207634	1524.989965	1568.317059	578.7238228	31225.81005	3939.82324	470.230959	3989.115933	612.557129	786.8784962	5893.828676	1635.865712	7272.149165	1514.652766	48018.20282	9235.26135	390.7293189	561.7763542	3414.562113	4585.020717	2043.067446	0	0	0	0	0	0	0	0	974.6219432	4811.635541	6465.806904	1064.544287	3152.328972	0	6926.076084	904.9270396	0	0	0	351.5047155	2345.987099	66.88517936	55.42853389	803.5371408	32.49322182	37.23009675	48.66799402	0	0	61.51396282	1065.79703	938.8020739	1118.9422	138.3000648	25.42035889	228.4537681	825.6307016	741.1827387	797.5629644	1372.4466	0.345032407	645.9622768	318.5237075	23.44741904	834.4329717	1857.553074	668.4707447	6117.700846	1190.134105	2006.877646	629.5779832	407.9651244	1985.080573	2517.311671	0	1862.563333	0	0	0	0	0	0	0	0	0	646.9077916	0	0	0	4217.860336	5030.652818	7239.28469	1056.472741	249.2324141	29.59333948	28.93555585	129.6708173	284.6926827	4867.006051	0	0	4.633183954
focA-PRO-LLIV	4318.217614	5150.306334	6101.561783	5805.205436	3739.958727	4017.469728	2172.287129	51651.66424	9735.788321	1844.884237	8994.052556	1955.063459	2348.695437	11794.86504	4903.664767	13001.86202	3048.705026	78130.4712	15414.86321	2589.029822	1956.95719	4541.950742	10489.24038	1816.059952	692.1233488	0	0	0	0	0	0	0	4034.103071	8552.853977	9014.68238	2554.906289	0	0	10663.36093	2426.260614	0	0	0	563.2402124	5859.40448	434.0569452	283.2369062	4958.712654	230.406482	63.09521659	738.3895653	0	0	652.4208178	4949.789661	3161.308202	4343.469019	478.4864312	133.2753102	982.5369376	9159.275277	6475.515373	9657.657107	4642.39201	0	1241.365199	1576.87754	150.9161153	4560.504786	8719.314291	3768.833267	11487.0888	6756.299767	8191.295019	1493.081731	1576.919635	4141.327108	2307.535698	0	0	0	0	0	0	0	0	1285.959735	0	0	0	0	0	0	2811.90689	3922.203892	7007.362526	4108.123982	2155.029607	168.886127	123.8172622	1275.031858	1850.502438	11699.46206	0	7.382541466	8.803049513
focA-SYN	4386.994686	39213.89899	5785.862962	7519.910244	2478.841673	38015.57585	2856.585211	33354.21838	27004.58839	12945.08074	9307.937176	642.1258088	309.5676689	3292.883317	9034.618927	3351.015893	23115.24271	58436.42681	5660.451041	16157.91197	11625.33108	11316.00139	66957.39027	11123.36721	3460.616744	0	0	0	0	0	0	0	19828.16207	2781.453806	6025.732962	3311.456209	10911.90798	0	98476.11128	382.1336464	717.6445707	0	0	821.9619573	55770.47259	3670.556458	1935.065257	43794.39552	1450.379265	245.3267428	2089.62387	0	0	2482.927227	17601.29741	31761.77701	43519.90022	2212.801037	309.0389345	2696.868872	71969.91473	47271.41648	43373.52102	9678.573178	107.6501109	13818.00459	12105.75277	456.5851962	35638.98405	66843.30935	23858.8949	90191.14011	48739.42469	59153.13325	11536.72775	9885.8483	31477.86501	35312.28871	0	8626.609119	0	0	0	0	0	0	2732.664438	0	1082.11921	1663.477178	0	0	0	38991.77555	65654.28255	84369.97008	22931.404	7134.69324	813.8168356	1757.666788	6445.220238	9679.551213	95766.26926	21.51073682	194.8990947	31.96896928
glnQ-PRO-HLI	68.18330135	162.5932872	7971.444938	7568.526349	495.6295332	702.4157327	661.9732343	24.94215489	1070.481793	1336.26037	1242.919074	474.0238705	280.0027486	673.3038565	1928.540671	388.9877621	352.3717727	10.0244356	751.4687732	20.61876134	93.9779906	219.685753	38.96241769	0	0	0	0	0	0	0	0	0	128.4571531	509.171622	263.1396948	212.7624046	0	0	299.5357659	247.6459726	0	0	0	7.922382734	49.74818963	238.7616427	291.6739052	205.75737	277.9332902	239.1776287	726.3471264	0	0	1787.740205	2264.691811	577.4685905	2142.414852	1181.927839	45.73371034	1394.454549	73.40171314	703.2606939	1150.534086	1818.876863	63.50719559	1368.676358	1016.974507	271.542342	168.8087419	6.803150446	16.44089018	0	15.24314941	50.21055173	123.2740373	182.6025262	169.5847086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.2241387	1024.119197	143.9598427	118.9695146	226.3935407	0	420.0043446	13.0240109	10.72769953	113.8924778
